order_id,product_id,product_name,category,quantity,unit_price,total_price
ORD00691,PROD0014,Winter Jacket,Clothing,2,87.84,175.68
ORD00691,PROD0059,Vitamin C Serum,Beauty,1,28.13,28.13
ORD00691,PROD0040,Fitness Tracker,Sports,2,99.28,198.56
ORD00691,PROD0067,Card Game Pack,Toys,3,11.89,35.67
ORD00692,PROD0035,Running Shoes,Sports,1,99.21,99.21
ORD00692,PROD0053,Lipstick Set,Beauty,2,19.34,38.68
ORD00692,PROD0034,Water Bottle,Sports,3,49.06,147.18
ORD00692,PROD0012,Jeans,Clothing,1,65.37,65.37
ORD00693,PROD0080,Healthy Snack Box,Food & Grocery,3,23.63,70.89
ORD00693,PROD0059,Vitamin C Serum,Beauty,3,28.13,84.39
ORD00693,PROD0054,Foundation,Beauty,2,57.15,114.3
ORD00693,PROD0049,Travel Photography,Books,3,39.07,117.21
ORD00694,PROD0001,Wireless Headphones,Electronics,2,220.67,441.34
ORD00694,PROD0016,Hoodie,Clothing,3,57.25,171.75
ORD00694,PROD0063,1000-Piece Puzzle,Toys,1,26.71,26.71
ORD00694,PROD0033,Resistance Bands,Sports,3,26.09,78.27
ORD00695,PROD0044,Business Strategy,Books,3,25.81,77.43
ORD00695,PROD0013,Sneakers,Clothing,2,42.92,85.84
ORD00695,PROD0034,Water Bottle,Sports,1,49.06,49.06
ORD00696,PROD0005,Webcam,Electronics,2,143.11,286.22
ORD00696,PROD0001,Wireless Headphones,Electronics,3,220.67,662.01
ORD00696,PROD0069,Science Experiment Kit,Toys,2,27.62,55.24
ORD00697,PROD0028,Storage Organizer,Home & Kitchen,1,24.84,24.84
ORD00697,PROD0032,Adjustable Dumbbells,Sports,2,159.46,318.92
ORD00698,PROD0039,Protein Shaker,Sports,1,31.54,31.54
ORD00699,PROD0048,World History,Books,1,25.51,25.51
ORD00699,PROD0004,USB-C Hub,Electronics,2,33.39,66.78
ORD00699,PROD0020,Scarf,Clothing,1,12.21,12.21
ORD00700,PROD0077,Mixed Nuts Pack,Food & Grocery,2,37.44,74.88
ORD00700,PROD0046,Science Fiction Novel,Books,3,13.49,40.47
ORD00701,PROD0051,Face Moisturizer,Beauty,3,39.06,117.18
ORD00701,PROD0035,Running Shoes,Sports,2,99.21,198.42
ORD00702,PROD0070,Plush Stuffed Animal,Toys,3,16.69,50.07
ORD00702,PROD0029,LED Desk Lamp,Home & Kitchen,3,80.09,240.27
ORD00702,PROD0023,Blender,Home & Kitchen,1,60.62,60.62
ORD00703,PROD0023,Blender,Home & Kitchen,3,60.62,181.86
ORD00704,PROD0009,Phone Case,Electronics,2,22.66,45.32
ORD00704,PROD0064,Action Figure,Toys,3,30.54,91.62
ORD00705,PROD0069,Science Experiment Kit,Toys,3,27.62,82.86
ORD00705,PROD0070,Plush Stuffed Animal,Toys,3,16.69,50.07
ORD00705,PROD0061,LEGO Creator Set,Toys,3,99.16,297.48
ORD00705,PROD0011,T-Shirt,Clothing,1,18.75,18.75
ORD00706,PROD0071,Whey Protein Bar,Food & Grocery,2,22.38,44.76
ORD00707,PROD0046,Science Fiction Novel,Books,2,13.49,26.98
ORD00707,PROD0003,Bluetooth Speaker,Electronics,2,63.0,126.0
ORD00708,PROD0075,Extra Virgin Olive Oil,Food & Grocery,1,26.39,26.39
ORD00708,PROD0074,Granola Mix,Food & Grocery,3,13.35,40.05
ORD00708,PROD0014,Winter Jacket,Clothing,2,87.84,175.68
ORD00708,PROD0031,Yoga Mat,Sports,3,68.43,205.29
ORD00709,PROD0078,Raw Honey,Food & Grocery,2,18.09,36.18
ORD00710,PROD0064,Action Figure,Toys,3,30.54,91.62
ORD00711,PROD0042,Data Science Handbook,Books,1,26.6,26.6
ORD00712,PROD0068,Art & Craft Kit,Toys,1,13.06,13.06
ORD00712,PROD0024,Toaster,Home & Kitchen,1,29.33,29.33
ORD00712,PROD0076,Artisan Pasta,Food & Grocery,1,10.93,10.93
ORD00713,PROD0079,Multivitamins,Food & Grocery,2,20.74,41.48
ORD00713,PROD0060,Nail Polish Set,Beauty,3,16.35,49.05
ORD00714,PROD0063,1000-Piece Puzzle,Toys,1,26.71,26.71
ORD00714,PROD0003,Bluetooth Speaker,Electronics,3,63.0,189.0
ORD00715,PROD0019,Cap,Clothing,1,34.28,34.28
ORD00715,PROD0037,Foam Roller,Sports,1,53.18,53.18
ORD00715,PROD0040,Fitness Tracker,Sports,1,99.28,99.28
ORD00715,PROD0005,Webcam,Electronics,2,143.11,286.22
ORD00716,PROD0036,Jump Rope,Sports,1,20.14,20.14
ORD00716,PROD0039,Protein Shaker,Sports,2,31.54,63.08
ORD00716,PROD0001,Wireless Headphones,Electronics,1,220.67,220.67
ORD00716,PROD0027,Mug Set,Home & Kitchen,1,18.25,18.25
ORD00717,PROD0079,Multivitamins,Food & Grocery,2,20.74,41.48
ORD00718,PROD0044,Business Strategy,Books,3,25.81,77.43
ORD00718,PROD0002,Smart Watch,Electronics,3,110.0,330.0
ORD00718,PROD0022,Air Fryer,Home & Kitchen,1,143.78,143.78
ORD00719,PROD0063,1000-Piece Puzzle,Toys,2,26.71,53.42
ORD00719,PROD0009,Phone Case,Electronics,3,22.66,67.98
ORD00719,PROD0008,Portable Monitor,Electronics,1,144.34,144.34
ORD00719,PROD0038,Gym Bag,Sports,1,65.2,65.2
ORD00720,PROD0017,Running Shorts,Clothing,2,23.82,47.64
ORD00720,PROD0072,Premium Coffee Beans,Food & Grocery,2,43.12,86.24
ORD00720,PROD0053,Lipstick Set,Beauty,2,19.34,38.68
ORD00721,PROD0053,Lipstick Set,Beauty,2,19.34,38.68
ORD00721,PROD0009,Phone Case,Electronics,1,22.66,22.66
ORD00722,PROD0080,Healthy Snack Box,Food & Grocery,2,23.63,47.26
ORD00723,PROD0067,Card Game Pack,Toys,3,11.89,35.67
ORD00723,PROD0005,Webcam,Electronics,1,143.11,143.11
ORD00723,PROD0020,Scarf,Clothing,1,12.21,12.21
ORD00724,PROD0043,ML Engineering Guide,Books,2,29.52,59.04
ORD00724,PROD0054,Foundation,Beauty,1,57.15,57.15
ORD00724,PROD0076,Artisan Pasta,Food & Grocery,3,10.93,32.79
ORD00725,PROD0022,Air Fryer,Home & Kitchen,2,143.78,287.56
ORD00725,PROD0064,Action Figure,Toys,1,30.54,30.54
ORD00725,PROD0042,Data Science Handbook,Books,2,26.6,53.2
ORD00725,PROD0007,Gaming Mouse,Electronics,3,109.76,329.28
ORD00726,PROD0032,Adjustable Dumbbells,Sports,3,159.46,478.38
ORD00726,PROD0038,Gym Bag,Sports,1,65.2,65.2
ORD00726,PROD0037,Foam Roller,Sports,3,53.18,159.54
ORD00726,PROD0016,Hoodie,Clothing,1,57.25,57.25
ORD00727,PROD0065,Collectible Doll,Toys,3,52.93,158.79
ORD00727,PROD0031,Yoga Mat,Sports,3,68.43,205.29
ORD00727,PROD0033,Resistance Bands,Sports,3,26.09,78.27
ORD00728,PROD0022,Air Fryer,Home & Kitchen,3,143.78,431.34
ORD00729,PROD0042,Data Science Handbook,Books,2,26.6,53.2
ORD00730,PROD0019,Cap,Clothing,3,34.28,102.84
ORD00730,PROD0053,Lipstick Set,Beauty,1,19.34,19.34
ORD00730,PROD0046,Science Fiction Novel,Books,1,13.49,13.49
ORD00730,PROD0061,LEGO Creator Set,Toys,2,99.16,198.32
ORD00731,PROD0007,Gaming Mouse,Electronics,2,109.76,219.52
ORD00732,PROD0044,Business Strategy,Books,2,25.81,51.62
ORD00732,PROD0016,Hoodie,Clothing,3,57.25,171.75
ORD00732,PROD0046,Science Fiction Novel,Books,1,13.49,13.49
ORD00733,PROD0053,Lipstick Set,Beauty,2,19.34,38.68
ORD00733,PROD0049,Travel Photography,Books,3,39.07,117.21
ORD00734,PROD0050,Graphic Novel,Books,2,18.57,37.14
ORD00734,PROD0022,Air Fryer,Home & Kitchen,3,143.78,431.34
ORD00735,PROD0058,Eye Cream,Beauty,2,71.04,142.08
ORD00735,PROD0031,Yoga Mat,Sports,3,68.43,205.29
ORD00735,PROD0029,LED Desk Lamp,Home & Kitchen,2,80.09,160.18
ORD00735,PROD0063,1000-Piece Puzzle,Toys,3,26.71,80.13
ORD00736,PROD0019,Cap,Clothing,3,34.28,102.84
ORD00736,PROD0001,Wireless Headphones,Electronics,3,220.67,662.01
ORD00737,PROD0036,Jump Rope,Sports,3,20.14,60.42
ORD00737,PROD0035,Running Shoes,Sports,3,99.21,297.63
ORD00737,PROD0018,Ankle Socks,Clothing,3,13.84,41.52
ORD00737,PROD0040,Fitness Tracker,Sports,2,99.28,198.56
ORD00738,PROD0031,Yoga Mat,Sports,3,68.43,205.29
ORD00738,PROD0054,Foundation,Beauty,2,57.15,114.3
ORD00738,PROD0080,Healthy Snack Box,Food & Grocery,3,23.63,70.89
ORD00739,PROD0066,RC Racing Car,Toys,3,74.32,222.96
ORD00739,PROD0072,Premium Coffee Beans,Food & Grocery,1,43.12,43.12
ORD00739,PROD0010,Tablet Stand,Electronics,2,16.34,32.68
ORD00740,PROD0057,Perfume,Beauty,3,50.54,151.62
ORD00740,PROD0035,Running Shoes,Sports,2,99.21,198.42
ORD00740,PROD0006,Mechanical Keyboard,Electronics,2,151.5,303.0
ORD00741,PROD0041,Python Programming,Books,1,41.14,41.14
ORD00742,PROD0064,Action Figure,Toys,3,30.54,91.62
ORD00743,PROD0078,Raw Honey,Food & Grocery,3,18.09,54.27
ORD00743,PROD0016,Hoodie,Clothing,3,57.25,171.75
ORD00744,PROD0041,Python Programming,Books,1,41.14,41.14
ORD00744,PROD0018,Ankle Socks,Clothing,3,13.84,41.52
ORD00745,PROD0037,Foam Roller,Sports,2,53.18,106.36
ORD00745,PROD0016,Hoodie,Clothing,1,57.25,57.25
ORD00745,PROD0023,Blender,Home & Kitchen,3,60.62,181.86
ORD00745,PROD0056,Hair Conditioner,Beauty,2,28.27,56.54
ORD00746,PROD0078,Raw Honey,Food & Grocery,2,18.09,36.18
ORD00747,PROD0065,Collectible Doll,Toys,1,52.93,52.93
ORD00748,PROD0067,Card Game Pack,Toys,1,11.89,11.89
ORD00748,PROD0015,Summer Dress,Clothing,2,67.24,134.48
ORD00748,PROD0033,Resistance Bands,Sports,3,26.09,78.27
ORD00748,PROD0078,Raw Honey,Food & Grocery,3,18.09,54.27
ORD00749,PROD0043,ML Engineering Guide,Books,1,29.52,29.52
ORD00750,PROD0079,Multivitamins,Food & Grocery,1,20.74,20.74
ORD00750,PROD0023,Blender,Home & Kitchen,2,60.62,121.24
ORD00750,PROD0048,World History,Books,2,25.51,51.02
ORD00750,PROD0052,SPF Sunscreen,Beauty,1,19.96,19.96
ORD00751,PROD0054,Foundation,Beauty,3,57.15,171.45
ORD00751,PROD0033,Resistance Bands,Sports,3,26.09,78.27
ORD00751,PROD0065,Collectible Doll,Toys,1,52.93,52.93
ORD00751,PROD0022,Air Fryer,Home & Kitchen,1,143.78,143.78
ORD00752,PROD0022,Air Fryer,Home & Kitchen,2,143.78,287.56
ORD00752,PROD0012,Jeans,Clothing,2,65.37,130.74
ORD00752,PROD0036,Jump Rope,Sports,3,20.14,60.42
ORD00753,PROD0067,Card Game Pack,Toys,2,11.89,23.78
ORD00754,PROD0075,Extra Virgin Olive Oil,Food & Grocery,1,26.39,26.39
ORD00754,PROD0052,SPF Sunscreen,Beauty,1,19.96,19.96
ORD00754,PROD0080,Healthy Snack Box,Food & Grocery,1,23.63,23.63
ORD00754,PROD0014,Winter Jacket,Clothing,3,87.84,263.52
ORD00755,PROD0006,Mechanical Keyboard,Electronics,1,151.5,151.5
ORD00755,PROD0074,Granola Mix,Food & Grocery,2,13.35,26.7
ORD00755,PROD0068,Art & Craft Kit,Toys,3,13.06,39.18
ORD00756,PROD0020,Scarf,Clothing,1,12.21,12.21
ORD00756,PROD0010,Tablet Stand,Electronics,1,16.34,16.34
ORD00756,PROD0013,Sneakers,Clothing,2,42.92,85.84
ORD00757,PROD0038,Gym Bag,Sports,2,65.2,130.4
ORD00757,PROD0050,Graphic Novel,Books,3,18.57,55.71
ORD00757,PROD0023,Blender,Home & Kitchen,2,60.62,121.24
ORD00757,PROD0011,T-Shirt,Clothing,3,18.75,56.25
ORD00758,PROD0010,Tablet Stand,Electronics,2,16.34,32.68
ORD00758,PROD0011,T-Shirt,Clothing,2,18.75,37.5
ORD00758,PROD0042,Data Science Handbook,Books,2,26.6,53.2
ORD00758,PROD0002,Smart Watch,Electronics,1,110.0,110.0
ORD00759,PROD0022,Air Fryer,Home & Kitchen,2,143.78,287.56
ORD00759,PROD0046,Science Fiction Novel,Books,2,13.49,26.98
ORD00759,PROD0071,Whey Protein Bar,Food & Grocery,1,22.38,22.38
ORD00760,PROD0053,Lipstick Set,Beauty,2,19.34,38.68
ORD00761,PROD0078,Raw Honey,Food & Grocery,2,18.09,36.18
ORD00761,PROD0054,Foundation,Beauty,2,57.15,114.3
ORD00761,PROD0011,T-Shirt,Clothing,2,18.75,37.5
ORD00762,PROD0059,Vitamin C Serum,Beauty,2,28.13,56.26
ORD00762,PROD0033,Resistance Bands,Sports,3,26.09,78.27
ORD00762,PROD0029,LED Desk Lamp,Home & Kitchen,1,80.09,80.09
ORD00762,PROD0067,Card Game Pack,Toys,3,11.89,35.67
ORD00763,PROD0015,Summer Dress,Clothing,2,67.24,134.48
ORD00763,PROD0067,Card Game Pack,Toys,2,11.89,23.78
ORD00763,PROD0023,Blender,Home & Kitchen,1,60.62,60.62
ORD00763,PROD0059,Vitamin C Serum,Beauty,1,28.13,28.13
ORD00764,PROD0068,Art & Craft Kit,Toys,2,13.06,26.12
ORD00765,PROD0059,Vitamin C Serum,Beauty,1,28.13,28.13
ORD00765,PROD0028,Storage Organizer,Home & Kitchen,2,24.84,49.68
ORD00766,PROD0013,Sneakers,Clothing,2,42.92,85.84
ORD00766,PROD0034,Water Bottle,Sports,2,49.06,98.12
ORD00766,PROD0077,Mixed Nuts Pack,Food & Grocery,1,37.44,37.44
ORD00767,PROD0068,Art & Craft Kit,Toys,2,13.06,26.12
ORD00767,PROD0059,Vitamin C Serum,Beauty,2,28.13,56.26
ORD00768,PROD0005,Webcam,Electronics,1,143.11,143.11
ORD00768,PROD0043,ML Engineering Guide,Books,1,29.52,29.52
ORD00768,PROD0030,Throw Pillow,Home & Kitchen,2,42.17,84.34
ORD00769,PROD0009,Phone Case,Electronics,3,22.66,67.98
ORD00769,PROD0067,Card Game Pack,Toys,3,11.89,35.67
ORD00769,PROD0047,Cook Book,Books,2,17.53,35.06
ORD00770,PROD0040,Fitness Tracker,Sports,1,99.28,99.28
ORD00770,PROD0017,Running Shorts,Clothing,1,23.82,23.82
ORD00771,PROD0068,Art & Craft Kit,Toys,1,13.06,13.06
ORD00771,PROD0018,Ankle Socks,Clothing,1,13.84,13.84
ORD00771,PROD0013,Sneakers,Clothing,1,42.92,42.92
ORD00771,PROD0025,Knife Set,Home & Kitchen,1,144.87,144.87
ORD00772,PROD0021,Coffee Maker,Home & Kitchen,2,168.93,337.86
ORD00772,PROD0061,LEGO Creator Set,Toys,1,99.16,99.16
ORD00773,PROD0028,Storage Organizer,Home & Kitchen,2,24.84,49.68
ORD00773,PROD0009,Phone Case,Electronics,2,22.66,45.32
ORD00773,PROD0063,1000-Piece Puzzle,Toys,3,26.71,80.13
ORD00773,PROD0058,Eye Cream,Beauty,3,71.04,213.12
ORD00774,PROD0028,Storage Organizer,Home & Kitchen,2,24.84,49.68
ORD00774,PROD0007,Gaming Mouse,Electronics,2,109.76,219.52
ORD00774,PROD0023,Blender,Home & Kitchen,1,60.62,60.62
ORD00774,PROD0053,Lipstick Set,Beauty,2,19.34,38.68
ORD00775,PROD0058,Eye Cream,Beauty,2,71.04,142.08
ORD00776,PROD0031,Yoga Mat,Sports,1,68.43,68.43
ORD00777,PROD0048,World History,Books,1,25.51,25.51
ORD00778,PROD0014,Winter Jacket,Clothing,3,87.84,263.52
ORD00778,PROD0077,Mixed Nuts Pack,Food & Grocery,1,37.44,37.44
ORD00778,PROD0065,Collectible Doll,Toys,1,52.93,52.93
ORD00779,PROD0025,Knife Set,Home & Kitchen,3,144.87,434.61
ORD00779,PROD0057,Perfume,Beauty,2,50.54,101.08
ORD00779,PROD0021,Coffee Maker,Home & Kitchen,3,168.93,506.79
ORD00780,PROD0065,Collectible Doll,Toys,1,52.93,52.93
ORD00780,PROD0075,Extra Virgin Olive Oil,Food & Grocery,1,26.39,26.39
ORD00780,PROD0010,Tablet Stand,Electronics,3,16.34,49.02
ORD00780,PROD0041,Python Programming,Books,1,41.14,41.14
ORD00781,PROD0032,Adjustable Dumbbells,Sports,2,159.46,318.92
ORD00782,PROD0063,1000-Piece Puzzle,Toys,2,26.71,53.42
ORD00782,PROD0074,Granola Mix,Food & Grocery,3,13.35,40.05
ORD00782,PROD0017,Running Shorts,Clothing,2,23.82,47.64
ORD00782,PROD0033,Resistance Bands,Sports,3,26.09,78.27
ORD00783,PROD0030,Throw Pillow,Home & Kitchen,1,42.17,42.17
ORD00783,PROD0049,Travel Photography,Books,1,39.07,39.07
ORD00784,PROD0005,Webcam,Electronics,3,143.11,429.33
ORD00784,PROD0015,Summer Dress,Clothing,3,67.24,201.72
ORD00785,PROD0070,Plush Stuffed Animal,Toys,2,16.69,33.38
ORD00785,PROD0067,Card Game Pack,Toys,1,11.89,11.89
ORD00785,PROD0052,SPF Sunscreen,Beauty,2,19.96,39.92
ORD00786,PROD0043,ML Engineering Guide,Books,1,29.52,29.52
ORD00786,PROD0018,Ankle Socks,Clothing,3,13.84,41.52
ORD00786,PROD0027,Mug Set,Home & Kitchen,2,18.25,36.5
ORD00786,PROD0036,Jump Rope,Sports,2,20.14,40.28
ORD00787,PROD0033,Resistance Bands,Sports,3,26.09,78.27
ORD00787,PROD0019,Cap,Clothing,2,34.28,68.56
ORD00788,PROD0059,Vitamin C Serum,Beauty,1,28.13,28.13
ORD00789,PROD0059,Vitamin C Serum,Beauty,1,28.13,28.13
ORD00790,PROD0056,Hair Conditioner,Beauty,1,28.27,28.27
ORD00791,PROD0068,Art & Craft Kit,Toys,1,13.06,13.06
ORD00791,PROD0038,Gym Bag,Sports,3,65.2,195.6
ORD00791,PROD0075,Extra Virgin Olive Oil,Food & Grocery,2,26.39,52.78
ORD00792,PROD0015,Summer Dress,Clothing,1,67.24,67.24
ORD00792,PROD0013,Sneakers,Clothing,2,42.92,85.84
ORD00792,PROD0054,Foundation,Beauty,2,57.15,114.3
ORD00793,PROD0064,Action Figure,Toys,3,30.54,91.62
ORD00793,PROD0050,Graphic Novel,Books,1,18.57,18.57
ORD00793,PROD0023,Blender,Home & Kitchen,2,60.62,121.24
ORD00793,PROD0001,Wireless Headphones,Electronics,3,220.67,662.01
ORD00794,PROD0023,Blender,Home & Kitchen,3,60.62,181.86
ORD00794,PROD0079,Multivitamins,Food & Grocery,1,20.74,20.74
ORD00794,PROD0064,Action Figure,Toys,2,30.54,61.08
ORD00795,PROD0042,Data Science Handbook,Books,3,26.6,79.8
ORD00795,PROD0072,Premium Coffee Beans,Food & Grocery,1,43.12,43.12
ORD00795,PROD0043,ML Engineering Guide,Books,2,29.52,59.04
ORD00796,PROD0036,Jump Rope,Sports,1,20.14,20.14
ORD00796,PROD0008,Portable Monitor,Electronics,3,144.34,433.02
ORD00797,PROD0059,Vitamin C Serum,Beauty,3,28.13,84.39
ORD00797,PROD0001,Wireless Headphones,Electronics,2,220.67,441.34
ORD00798,PROD0055,Argan Shampoo,Beauty,2,29.44,58.88
ORD00798,PROD0034,Water Bottle,Sports,2,49.06,98.12
ORD00798,PROD0024,Toaster,Home & Kitchen,1,29.33,29.33
ORD00799,PROD0010,Tablet Stand,Electronics,3,16.34,49.02
ORD00800,PROD0056,Hair Conditioner,Beauty,2,28.27,56.54
ORD00800,PROD0019,Cap,Clothing,2,34.28,68.56
ORD00800,PROD0042,Data Science Handbook,Books,3,26.6,79.8
ORD00800,PROD0072,Premium Coffee Beans,Food & Grocery,2,43.12,86.24
ORD00801,PROD0064,Action Figure,Toys,3,30.54,91.62
ORD00801,PROD0070,Plush Stuffed Animal,Toys,2,16.69,33.38
ORD00801,PROD0005,Webcam,Electronics,2,143.11,286.22
ORD00802,PROD0037,Foam Roller,Sports,1,53.18,53.18
ORD00802,PROD0040,Fitness Tracker,Sports,1,99.28,99.28
ORD00803,PROD0032,Adjustable Dumbbells,Sports,1,159.46,159.46
ORD00804,PROD0030,Throw Pillow,Home & Kitchen,1,42.17,42.17
ORD00804,PROD0021,Coffee Maker,Home & Kitchen,3,168.93,506.79
ORD00805,PROD0040,Fitness Tracker,Sports,2,99.28,198.56
ORD00805,PROD0072,Premium Coffee Beans,Food & Grocery,3,43.12,129.36
ORD00805,PROD0037,Foam Roller,Sports,3,53.18,159.54
ORD00805,PROD0054,Foundation,Beauty,3,57.15,171.45
ORD00806,PROD0029,LED Desk Lamp,Home & Kitchen,3,80.09,240.27
ORD00806,PROD0037,Foam Roller,Sports,3,53.18,159.54
ORD00806,PROD0016,Hoodie,Clothing,3,57.25,171.75
ORD00806,PROD0048,World History,Books,1,25.51,25.51
ORD00807,PROD0031,Yoga Mat,Sports,2,68.43,136.86
ORD00807,PROD0077,Mixed Nuts Pack,Food & Grocery,2,37.44,74.88
ORD00807,PROD0038,Gym Bag,Sports,1,65.2,65.2
ORD00807,PROD0010,Tablet Stand,Electronics,1,16.34,16.34
ORD00808,PROD0022,Air Fryer,Home & Kitchen,3,143.78,431.34
ORD00808,PROD0053,Lipstick Set,Beauty,3,19.34,58.02
ORD00808,PROD0058,Eye Cream,Beauty,3,71.04,213.12
ORD00809,PROD0078,Raw Honey,Food & Grocery,2,18.09,36.18
ORD00809,PROD0073,Matcha Green Tea,Food & Grocery,1,31.91,31.91
ORD00810,PROD0037,Foam Roller,Sports,1,53.18,53.18
ORD00811,PROD0070,Plush Stuffed Animal,Toys,3,16.69,50.07
ORD00811,PROD0063,1000-Piece Puzzle,Toys,1,26.71,26.71
ORD00811,PROD0057,Perfume,Beauty,1,50.54,50.54
ORD00811,PROD0044,Business Strategy,Books,2,25.81,51.62
ORD00812,PROD0014,Winter Jacket,Clothing,3,87.84,263.52
ORD00812,PROD0026,Cutting Board,Home & Kitchen,1,23.46,23.46
ORD00812,PROD0031,Yoga Mat,Sports,3,68.43,205.29
ORD00813,PROD0062,Strategy Board Game,Toys,1,43.8,43.8
ORD00814,PROD0079,Multivitamins,Food & Grocery,1,20.74,20.74
ORD00814,PROD0002,Smart Watch,Electronics,1,110.0,110.0
ORD00814,PROD0050,Graphic Novel,Books,2,18.57,37.14
ORD00814,PROD0052,SPF Sunscreen,Beauty,2,19.96,39.92
ORD00815,PROD0066,RC Racing Car,Toys,1,74.32,74.32
ORD00815,PROD0063,1000-Piece Puzzle,Toys,2,26.71,53.42
ORD00816,PROD0061,LEGO Creator Set,Toys,2,99.16,198.32
ORD00816,PROD0052,SPF Sunscreen,Beauty,3,19.96,59.88
ORD00817,PROD0017,Running Shorts,Clothing,2,23.82,47.64
ORD00817,PROD0019,Cap,Clothing,3,34.28,102.84
ORD00818,PROD0064,Action Figure,Toys,2,30.54,61.08
ORD00818,PROD0046,Science Fiction Novel,Books,1,13.49,13.49
ORD00819,PROD0060,Nail Polish Set,Beauty,1,16.35,16.35
ORD00819,PROD0037,Foam Roller,Sports,1,53.18,53.18
ORD00819,PROD0028,Storage Organizer,Home & Kitchen,3,24.84,74.52
ORD00820,PROD0051,Face Moisturizer,Beauty,3,39.06,117.18
ORD00821,PROD0034,Water Bottle,Sports,3,49.06,147.18
ORD00822,PROD0033,Resistance Bands,Sports,2,26.09,52.18
ORD00822,PROD0017,Running Shorts,Clothing,2,23.82,47.64
ORD00822,PROD0066,RC Racing Car,Toys,3,74.32,222.96
ORD00822,PROD0002,Smart Watch,Electronics,2,110.0,220.0
ORD00823,PROD0060,Nail Polish Set,Beauty,2,16.35,32.7
ORD00824,PROD0057,Perfume,Beauty,1,50.54,50.54
ORD00824,PROD0075,Extra Virgin Olive Oil,Food & Grocery,2,26.39,52.78
ORD00824,PROD0045,Self-Help Bestseller,Books,2,13.44,26.88
ORD00825,PROD0058,Eye Cream,Beauty,3,71.04,213.12
ORD00825,PROD0055,Argan Shampoo,Beauty,2,29.44,58.88
ORD00825,PROD0029,LED Desk Lamp,Home & Kitchen,2,80.09,160.18
ORD00826,PROD0072,Premium Coffee Beans,Food & Grocery,2,43.12,86.24
ORD00826,PROD0059,Vitamin C Serum,Beauty,1,28.13,28.13
ORD00826,PROD0023,Blender,Home & Kitchen,3,60.62,181.86
ORD00827,PROD0055,Argan Shampoo,Beauty,3,29.44,88.32
ORD00827,PROD0005,Webcam,Electronics,2,143.11,286.22
ORD00828,PROD0073,Matcha Green Tea,Food & Grocery,2,31.91,63.82
ORD00829,PROD0050,Graphic Novel,Books,2,18.57,37.14
ORD00829,PROD0011,T-Shirt,Clothing,3,18.75,56.25
ORD00830,PROD0063,1000-Piece Puzzle,Toys,1,26.71,26.71
ORD00831,PROD0050,Graphic Novel,Books,1,18.57,18.57
ORD00831,PROD0046,Science Fiction Novel,Books,3,13.49,40.47
ORD00831,PROD0076,Artisan Pasta,Food & Grocery,3,10.93,32.79
ORD00832,PROD0073,Matcha Green Tea,Food & Grocery,1,31.91,31.91
ORD00833,PROD0050,Graphic Novel,Books,3,18.57,55.71
ORD00833,PROD0018,Ankle Socks,Clothing,3,13.84,41.52
ORD00833,PROD0024,Toaster,Home & Kitchen,3,29.33,87.99
ORD00833,PROD0047,Cook Book,Books,2,17.53,35.06
ORD00834,PROD0076,Artisan Pasta,Food & Grocery,3,10.93,32.79
ORD00834,PROD0063,1000-Piece Puzzle,Toys,3,26.71,80.13
ORD00834,PROD0028,Storage Organizer,Home & Kitchen,3,24.84,74.52
ORD00834,PROD0019,Cap,Clothing,2,34.28,68.56
ORD00835,PROD0017,Running Shorts,Clothing,3,23.82,71.46
ORD00835,PROD0037,Foam Roller,Sports,3,53.18,159.54
ORD00836,PROD0030,Throw Pillow,Home & Kitchen,2,42.17,84.34
ORD00837,PROD0024,Toaster,Home & Kitchen,2,29.33,58.66
ORD00837,PROD0060,Nail Polish Set,Beauty,3,16.35,49.05
ORD00837,PROD0011,T-Shirt,Clothing,3,18.75,56.25
ORD00838,PROD0079,Multivitamins,Food & Grocery,2,20.74,41.48
ORD00838,PROD0018,Ankle Socks,Clothing,1,13.84,13.84
ORD00839,PROD0027,Mug Set,Home & Kitchen,2,18.25,36.5
ORD00839,PROD0020,Scarf,Clothing,3,12.21,36.63
ORD00839,PROD0036,Jump Rope,Sports,1,20.14,20.14
ORD00840,PROD0017,Running Shorts,Clothing,2,23.82,47.64
ORD00840,PROD0070,Plush Stuffed Animal,Toys,1,16.69,16.69
ORD00840,PROD0076,Artisan Pasta,Food & Grocery,1,10.93,10.93
ORD00841,PROD0032,Adjustable Dumbbells,Sports,3,159.46,478.38
ORD00842,PROD0019,Cap,Clothing,3,34.28,102.84
ORD00842,PROD0015,Summer Dress,Clothing,2,67.24,134.48
ORD00842,PROD0072,Premium Coffee Beans,Food & Grocery,1,43.12,43.12
ORD00842,PROD0006,Mechanical Keyboard,Electronics,2,151.5,303.0
ORD00843,PROD0055,Argan Shampoo,Beauty,1,29.44,29.44
ORD00843,PROD0034,Water Bottle,Sports,3,49.06,147.18
ORD00844,PROD0013,Sneakers,Clothing,3,42.92,128.76
ORD00844,PROD0011,T-Shirt,Clothing,2,18.75,37.5
ORD00845,PROD0039,Protein Shaker,Sports,3,31.54,94.62
ORD00845,PROD0077,Mixed Nuts Pack,Food & Grocery,1,37.44,37.44
ORD00846,PROD0077,Mixed Nuts Pack,Food & Grocery,3,37.44,112.32
ORD00846,PROD0030,Throw Pillow,Home & Kitchen,1,42.17,42.17
