customer_id,city,state,join_date
CUST0651,Orlando,FL,2022-04-19
CUST0652,Atlanta,GA,2022-09-07
CUST0653,Cincinnati,OH,2023-03-23
CUST0654,Houston,TX,2023-08-27
CUST0655,San Diego,CA,2023-02-15
CUST0656,Phoenix,AZ,2023-06-21
CUST0657,Seattle,WA,2022-03-22
CUST0658,Miami,FL,2023-02-10
CUST0659,Atlanta,GA,2022-11-14
CUST0660,Phoenix,AZ,2022-12-14
CUST0661,Austin,TX,2022-08-15
CUST0662,New York,NY,2022-12-08
CUST0663,Phoenix,AZ,2022-06-22
CUST0664,Los Angeles,CA,2022-03-20
CUST0665,San Francisco,CA,2023-06-07
CUST0666,Colorado Springs,CO,2023-10-11
CUST0667,New York,NY,2022-04-27
CUST0668,Tacoma,WA,2023-06-28
CUST0669,Chicago,IL,2023-06-07
CUST0670,Tucson,AZ,2022-07-18
CUST0671,Albany,NY,2022-12-24
CUST0672,San Francisco,CA,2022-12-26
CUST0673,San Francisco,CA,2023-10-23
CUST0674,Atlanta,GA,2022-06-01
CUST0675,Lansing,MI,2022-08-30
CUST0676,Tacoma,WA,2022-04-16
CUST0677,Scottsdale,AZ,2022-05-30
CUST0678,Colorado Springs,CO,2022-09-20
CUST0679,Denver,CO,2022-07-22
CUST0680,Phoenix,AZ,2022-06-27
CUST0681,Memphis,TN,2023-09-09
CUST0682,Boston,MA,2022-06-06
CUST0683,Austin,TX,2023-11-03
CUST0684,Denver,CO,2022-03-19
CUST0685,Buffalo,NY,2022-07-01
CUST0686,Austin,TX,2023-10-06
CUST0687,Albany,NY,2023-05-21
CUST0688,Cleveland,OH,2023-04-21
CUST0689,San Francisco,CA,2023-08-01
CUST0690,Lansing,MI,2023-08-17
CUST0691,Atlanta,GA,2023-04-05
CUST0692,Denver,CO,2023-11-29
CUST0693,Lansing,MI,2023-08-02
CUST0694,Lansing,MI,2023-10-21
CUST0695,Lansing,MI,2023-10-13
CUST0696,Boston,MA,2023-10-02
CUST0697,Houston,TX,2022-11-27
CUST0698,Albany,NY,2023-10-05
CUST0699,Raleigh,NC,2022-11-20
CUST0700,Cincinnati,OH,2022-06-04
CUST0701,Tampa,FL,2023-03-27
CUST0702,Detroit,MI,2022-03-11
CUST0703,Naperville,IL,2023-04-26
CUST0704,Houston,TX,2023-03-29
CUST0705,Boulder,CO,2023-10-09
CUST0706,Tacoma,WA,2022-11-07
CUST0707,Boulder,CO,2022-10-09
CUST0708,Augusta,GA,2023-08-29
CUST0709,Orlando,FL,2022-02-27
CUST0710,Charlotte,NC,2022-12-27
CUST0711,Naperville,IL,2023-06-04
CUST0712,Colorado Springs,CO,2022-03-17
CUST0713,Raleigh,NC,2022-11-14
CUST0714,Miami,FL,2023-04-18
CUST0715,Grand Rapids,MI,2023-04-08
CUST0716,Springfield,IL,2022-02-08
CUST0717,Charlotte,NC,2022-02-28
CUST0718,Savannah,GA,2023-01-13
CUST0719,Buffalo,NY,2022-10-21
CUST0720,San Diego,CA,2022-03-20
CUST0721,Buffalo,NY,2023-10-23
CUST0722,Tampa,FL,2022-04-03
CUST0723,Houston,TX,2023-09-22
CUST0724,San Francisco,CA,2023-09-01
CUST0725,Columbus,OH,2023-06-04
CUST0726,Augusta,GA,2023-01-29
CUST0727,Cincinnati,OH,2023-04-19
CUST0728,Worcester,MA,2023-08-18
CUST0729,Springfield,IL,2023-07-22
CUST0730,Scottsdale,AZ,2022-02-12
CUST0731,San Diego,CA,2023-04-06
CUST0732,Cleveland,OH,2023-08-09
CUST0733,Boulder,CO,2023-10-30
CUST0734,Cleveland,OH,2022-07-12
CUST0735,Durham,NC,2022-11-26
CUST0736,Albany,NY,2023-09-12
CUST0737,Raleigh,NC,2023-05-03
CUST0738,Cambridge,MA,2023-05-29
CUST0739,Los Angeles,CA,2022-06-04
CUST0740,Los Angeles,CA,2022-03-05
CUST0741,Cambridge,MA,2023-04-07
CUST0742,Orlando,FL,2022-04-16
CUST0743,Charlotte,NC,2022-12-18
CUST0744,Pittsburgh,PA,2022-03-28
CUST0745,Colorado Springs,CO,2023-06-01
CUST0746,Tacoma,WA,2023-10-24
CUST0747,Albany,NY,2022-06-26
CUST0748,San Francisco,CA,2022-02-10
CUST0749,Orlando,FL,2022-09-11
CUST0750,Phoenix,AZ,2023-12-26
CUST0751,Boulder,CO,2023-03-25
CUST0752,Raleigh,NC,2023-03-26
CUST0753,New York,NY,2023-06-21
CUST0754,Tucson,AZ,2023-06-20
CUST0755,Charlotte,NC,2023-09-17
CUST0756,Cleveland,OH,2022-06-12
CUST0757,Tucson,AZ,2023-01-08
CUST0758,Cambridge,MA,2023-01-17
CUST0759,Memphis,TN,2022-10-17
CUST0760,Tampa,FL,2023-02-01
CUST0761,Albany,NY,2023-02-23
CUST0762,Grand Rapids,MI,2022-12-13
CUST0763,Knoxville,TN,2023-11-27
CUST0764,Chicago,IL,2023-09-05
CUST0765,Naperville,IL,2022-02-23
CUST0766,New York,NY,2023-10-09
CUST0767,Phoenix,AZ,2023-10-25
CUST0768,Charlotte,NC,2022-12-09
CUST0769,Tampa,FL,2022-03-09
CUST0770,Spokane,WA,2022-12-04
CUST0771,Springfield,IL,2022-04-07
CUST0772,Tampa,FL,2023-07-26
CUST0773,Chicago,IL,2023-11-26
CUST0774,Cincinnati,OH,2023-01-31
CUST0775,Raleigh,NC,2022-10-18
CUST0776,Cincinnati,OH,2022-09-16
CUST0777,Colorado Springs,CO,2023-11-04
CUST0778,Springfield,IL,2023-09-10
CUST0779,Grand Rapids,MI,2022-06-03
CUST0780,Detroit,MI,2022-12-08
CUST0781,Columbus,OH,2022-03-25
CUST0782,Cambridge,MA,2023-08-20
CUST0783,Nashville,TN,2023-11-11
CUST0784,Grand Rapids,MI,2022-05-25
CUST0785,Naperville,IL,2022-12-25
CUST0786,New York,NY,2022-11-14
CUST0787,Cleveland,OH,2023-11-03
CUST0788,Colorado Springs,CO,2023-12-17
CUST0789,Tacoma,WA,2023-11-10
CUST0790,Spokane,WA,2023-02-06
CUST0791,Dallas,TX,2022-05-13
CUST0792,Knoxville,TN,2023-09-02
CUST0793,Scottsdale,AZ,2023-12-27
CUST0794,Raleigh,NC,2022-03-28
CUST0795,Grand Rapids,MI,2022-11-14
CUST0796,Lansing,MI,2023-07-27
CUST0797,Scottsdale,AZ,2023-01-21
CUST0798,San Francisco,CA,2023-10-21
CUST0799,Boulder,CO,2022-12-03
CUST0800,Allentown,PA,2022-05-11
CUST0801,Cleveland,OH,2023-11-18
CUST0802,Cambridge,MA,2023-12-21
CUST0803,Boulder,CO,2023-12-03
CUST0804,Savannah,GA,2023-06-24
CUST0805,Detroit,MI,2022-04-06
CUST0806,Charlotte,NC,2023-10-24
CUST0807,Austin,TX,2023-11-18
CUST0808,Seattle,WA,2023-03-10
CUST0809,Grand Rapids,MI,2023-06-05
CUST0810,Houston,TX,2023-01-06
CUST0811,Naperville,IL,2022-01-19
CUST0812,Colorado Springs,CO,2023-01-07
CUST0813,Naperville,IL,2022-11-13
CUST0814,Philadelphia,PA,2022-07-04
CUST0815,New York,NY,2022-08-08
CUST0816,Atlanta,GA,2022-12-16
CUST0817,Colorado Springs,CO,2023-05-13
CUST0818,San Francisco,CA,2022-07-16
CUST0819,Pittsburgh,PA,2022-08-20
CUST0820,Tampa,FL,2022-05-21
CUST0821,San Diego,CA,2022-06-08
CUST0822,Knoxville,TN,2022-03-21
CUST0823,Cincinnati,OH,2022-10-30
CUST0824,Raleigh,NC,2022-04-14
CUST0825,Denver,CO,2023-06-04
CUST0826,Miami,FL,2023-07-07
CUST0827,Orlando,FL,2023-06-24
CUST0828,Philadelphia,PA,2022-02-08
CUST0829,Tucson,AZ,2023-11-09
CUST0830,Nashville,TN,2022-12-11
CUST0831,Buffalo,NY,2023-09-25
CUST0832,Denver,CO,2022-05-15
CUST0833,Scottsdale,AZ,2023-09-04
CUST0834,Allentown,PA,2023-01-21
CUST0835,Columbus,OH,2022-06-07
CUST0836,Spokane,WA,2022-06-16
CUST0837,Detroit,MI,2022-07-05
CUST0838,Detroit,MI,2023-12-11
CUST0839,Albany,NY,2023-10-02
CUST0840,Cleveland,OH,2022-06-19
CUST0841,Worcester,MA,2023-03-25
CUST0842,New York,NY,2022-02-14
CUST0843,Colorado Springs,CO,2023-02-25
CUST0844,Boulder,CO,2023-01-09
CUST0845,Houston,TX,2023-11-24
CUST0846,Phoenix,AZ,2022-09-01
CUST0847,Worcester,MA,2023-03-31
CUST0848,Grand Rapids,MI,2023-09-18
CUST0849,Orlando,FL,2022-10-19
CUST0850,Tucson,AZ,2023-04-05
CUST0851,Savannah,GA,2022-08-28
CUST0852,Boulder,CO,2023-07-01
CUST0853,Nashville,TN,2022-09-02
CUST0854,Charlotte,NC,2022-11-13
CUST0855,Cleveland,OH,2023-04-26
CUST0856,San Francisco,CA,2022-07-18
CUST0857,New York,NY,2023-01-12
CUST0858,Denver,CO,2023-11-26
CUST0859,Tucson,AZ,2023-08-08
CUST0860,Cambridge,MA,2023-03-28
CUST0861,Charlotte,NC,2023-04-18
CUST0862,Knoxville,TN,2022-10-16
CUST0863,Scottsdale,AZ,2023-01-27
CUST0864,San Diego,CA,2023-05-30
CUST0865,Charlotte,NC,2023-06-25
CUST0866,Atlanta,GA,2023-03-05
CUST0867,Los Angeles,CA,2022-06-15
CUST0868,Allentown,PA,2022-07-24
CUST0869,Springfield,IL,2023-09-12
CUST0870,Philadelphia,PA,2022-05-22
CUST0871,Detroit,MI,2022-09-14
CUST0872,Phoenix,AZ,2022-02-23
CUST0873,Colorado Springs,CO,2023-10-19
CUST0874,Boulder,CO,2023-05-08
CUST0875,Colorado Springs,CO,2023-01-16
CUST0876,Knoxville,TN,2023-07-22
CUST0877,Naperville,IL,2022-04-16
CUST0878,Philadelphia,PA,2023-12-30
CUST0879,Naperville,IL,2023-06-13
CUST0880,Spokane,WA,2022-05-08
CUST0881,Tucson,AZ,2022-10-19
CUST0882,Springfield,IL,2022-03-27
CUST0883,Orlando,FL,2022-06-14
CUST0884,Albany,NY,2022-10-07
CUST0885,Buffalo,NY,2023-04-06
CUST0886,Orlando,FL,2023-06-10
CUST0887,Durham,NC,2022-05-31
CUST0888,Austin,TX,2023-03-24
CUST0889,Nashville,TN,2022-04-04
CUST0890,Durham,NC,2022-08-16
CUST0891,San Diego,CA,2023-04-07
CUST0892,Boston,MA,2022-12-24
CUST0893,Nashville,TN,2022-01-28
CUST0894,Knoxville,TN,2023-03-01
CUST0895,Los Angeles,CA,2022-02-24
CUST0896,Springfield,IL,2023-02-10
CUST0897,Allentown,PA,2023-05-30
CUST0898,Philadelphia,PA,2023-01-18
CUST0899,New York,NY,2022-08-30
CUST0900,Columbus,OH,2023-01-31
CUST0901,Charlotte,NC,2022-03-25
CUST0902,Tacoma,WA,2023-01-19
CUST0903,Phoenix,AZ,2022-08-18
CUST0904,Detroit,MI,2022-01-29
CUST0905,Atlanta,GA,2022-11-23
CUST0906,Pittsburgh,PA,2022-04-12
CUST0907,Tucson,AZ,2023-10-28
CUST0908,Augusta,GA,2022-12-10
CUST0909,Scottsdale,AZ,2022-05-30
CUST0910,Springfield,IL,2022-05-21
CUST0911,Savannah,GA,2022-02-09
CUST0912,Detroit,MI,2022-10-21
CUST0913,Phoenix,AZ,2023-04-29
CUST0914,Orlando,FL,2023-12-14
CUST0915,Lansing,MI,2022-05-23
CUST0916,Savannah,GA,2023-12-24
CUST0917,Lansing,MI,2023-04-26
CUST0918,Tucson,AZ,2023-04-05
CUST0919,Houston,TX,2023-09-23
CUST0920,Scottsdale,AZ,2022-01-06
CUST0921,Phoenix,AZ,2022-03-23
CUST0922,Springfield,IL,2022-01-20
CUST0923,Durham,NC,2022-09-20
CUST0924,Tampa,FL,2022-08-09
CUST0925,Tacoma,WA,2022-06-03
CUST0926,Philadelphia,PA,2023-07-16
CUST0927,Memphis,TN,2023-09-16
CUST0928,Los Angeles,CA,2023-06-25
CUST0929,Durham,NC,2023-03-10
CUST0930,Los Angeles,CA,2022-04-24
CUST0931,Naperville,IL,2022-10-23
CUST0932,Miami,FL,2022-09-01
CUST0933,Boulder,CO,2022-11-05
CUST0934,Phoenix,AZ,2022-05-05
CUST0935,Denver,CO,2022-02-18
CUST0936,Denver,CO,2022-09-02
CUST0937,Boston,MA,2023-03-06
CUST0938,Buffalo,NY,2023-10-17
CUST0939,Colorado Springs,CO,2023-09-30
CUST0940,Allentown,PA,2023-04-14
CUST0941,Austin,TX,2022-03-06
CUST0942,Buffalo,NY,2022-04-24
CUST0943,Springfield,IL,2023-05-27
CUST0944,Nashville,TN,2023-09-04
CUST0945,Raleigh,NC,2023-07-03
CUST0946,Austin,TX,2022-01-17
CUST0947,Grand Rapids,MI,2023-10-10
CUST0948,Augusta,GA,2023-06-12
CUST0949,Cambridge,MA,2023-08-12
CUST0950,Dallas,TX,2022-09-05
CUST0951,Tacoma,WA,2022-05-28
CUST0952,Colorado Springs,CO,2022-10-26
CUST0953,Springfield,IL,2023-03-16
CUST0954,Cleveland,OH,2022-01-02
CUST0955,Atlanta,GA,2023-09-22
CUST0956,San Diego,CA,2022-12-28
CUST0957,Philadelphia,PA,2022-09-04
CUST0958,San Francisco,CA,2023-08-08
CUST0959,Austin,TX,2023-03-03
CUST0960,Memphis,TN,2022-07-11
CUST0961,San Diego,CA,2023-11-12
CUST0962,Spokane,WA,2023-11-16
CUST0963,Chicago,IL,2022-03-29
CUST0964,Detroit,MI,2023-06-21
CUST0965,Nashville,TN,2023-01-05
CUST0966,Durham,NC,2022-03-11
CUST0967,Allentown,PA,2023-06-23
CUST0968,Tacoma,WA,2023-07-12
CUST0969,Seattle,WA,2023-06-04
CUST0970,San Diego,CA,2023-06-04
CUST0971,Boulder,CO,2023-07-22
CUST0972,San Diego,CA,2022-01-21
CUST0973,Houston,TX,2023-02-04
CUST0974,Charlotte,NC,2023-04-27
CUST0975,Buffalo,NY,2022-02-14
CUST0976,Knoxville,TN,2023-10-13
CUST0977,San Diego,CA,2023-02-01
CUST0978,Springfield,IL,2023-01-18
CUST0979,Cleveland,OH,2022-09-17
CUST0980,Philadelphia,PA,2022-01-17
CUST0981,Scottsdale,AZ,2023-01-01
CUST0982,San Francisco,CA,2022-03-11
CUST0983,Naperville,IL,2022-12-20
CUST0984,Memphis,TN,2022-09-04
CUST0985,Chicago,IL,2023-11-04
CUST0986,Pittsburgh,PA,2023-10-06
CUST0987,Buffalo,NY,2022-04-17
CUST0988,Springfield,IL,2023-08-19
CUST0989,Cleveland,OH,2022-12-07
CUST0990,Springfield,IL,2022-05-17
CUST0991,Naperville,IL,2022-02-15
CUST0992,Chicago,IL,2022-12-27
CUST0993,Detroit,MI,2023-07-14
CUST0994,Grand Rapids,MI,2022-12-13
CUST0995,Buffalo,NY,2023-10-21
CUST0996,San Diego,CA,2022-06-29
CUST0997,Springfield,IL,2023-12-03
CUST0998,Cambridge,MA,2023-04-21
CUST0999,Durham,NC,2023-12-14
CUST1000,Cambridge,MA,2023-05-06
