order_id,customer_id,order_date,status
ORD01185,CUST0147,2024-11-15,Cancelled
ORD01186,CUST0336,2023-01-13,Delivered
ORD01187,CUST0168,2024-10-09,Delivered
ORD01188,CUST0092,2023-07-15,Processing
ORD01189,CUST0353,2024-08-16,Delivered
ORD01190,CUST0571,2023-08-18,Delivered
ORD01191,CUST0571,2024-05-15,Delivered
ORD01192,CUST0816,2024-11-20,Cancelled
ORD01193,CUST0681,2023-02-05,Delivered
ORD01194,CUST0781,2024-05-09,Delivered
ORD01195,CUST0363,2024-07-25,Delivered
ORD01196,CUST0557,2024-10-01,Delivered
ORD01197,CUST0345,2024-11-08,Delivered
ORD01198,CUST0693,2024-10-22,Delivered
ORD01199,CUST0170,2024-03-22,Delivered
ORD01200,CUST0356,2024-11-05,Cancelled
ORD01201,CUST0191,2024-05-21,Shipped
ORD01202,CUST0667,2024-02-17,Delivered
ORD01203,CUST0422,2023-01-05,Processing
ORD01204,CUST0700,2023-12-07,Delivered
ORD01205,CUST0007,2023-07-04,Delivered
ORD01206,CUST0133,2023-08-27,Shipped
ORD01207,CUST0747,2024-09-17,Processing
ORD01208,CUST0557,2024-01-08,Processing
ORD01209,CUST0826,2023-01-07,Delivered
ORD01210,CUST0761,2024-12-27,Cancelled
ORD01211,CUST0031,2023-07-21,Delivered
ORD01212,CUST0535,2023-06-24,Cancelled
ORD01213,CUST0426,2024-11-26,Returned
ORD01214,CUST0394,2023-11-09,Delivered
ORD01215,CUST0672,2023-10-27,Shipped
ORD01216,CUST0363,2024-02-07,Delivered
ORD01217,CUST0437,2023-02-08,Delivered
ORD01218,CUST0670,2024-03-17,Delivered
ORD01219,CUST0551,2023-08-06,Delivered
ORD01220,CUST0927,2024-10-25,Cancelled
ORD01221,CUST0082,2024-10-23,Shipped
ORD01222,CUST0356,2024-12-06,Delivered
ORD01223,CUST0258,2023-08-17,Processing
ORD01224,CUST0718,2024-09-18,Cancelled
ORD01225,CUST0589,2024-12-11,Delivered
ORD01226,CUST0989,2024-11-14,Returned
ORD01227,CUST0524,2024-11-11,Delivered
ORD01228,CUST0295,2023-08-07,Processing
ORD01229,CUST0962,2024-11-24,Delivered
ORD01230,CUST0224,2024-06-15,Delivered
ORD01231,CUST0525,2024-12-01,Delivered
ORD01232,CUST0046,2023-12-20,Shipped
ORD01233,CUST0667,2023-08-10,Delivered
ORD01234,CUST0113,2023-05-08,Delivered
ORD01235,CUST0233,2023-11-01,Delivered
ORD01236,CUST0017,2024-12-17,Cancelled
ORD01237,CUST0360,2023-02-15,Delivered
ORD01238,CUST0223,2024-03-09,Delivered
ORD01239,CUST0866,2024-12-08,Delivered
ORD01240,CUST0700,2023-04-10,Delivered
ORD01241,CUST0448,2023-08-19,Processing
ORD01242,CUST0856,2023-10-24,Processing
ORD01243,CUST0365,2024-11-06,Delivered
ORD01244,CUST0675,2024-11-23,Delivered
ORD01245,CUST0326,2023-09-10,Processing
ORD01246,CUST0467,2023-10-19,Delivered
ORD01247,CUST0414,2024-02-02,Processing
ORD01248,CUST0455,2024-05-27,Shipped
ORD01249,CUST0586,2024-06-28,Processing
ORD01250,CUST0233,2023-11-08,Delivered
ORD01251,CUST0224,2023-09-21,Delivered
ORD01252,CUST0994,2024-01-17,Cancelled
ORD01253,CUST0831,2023-05-19,Delivered
ORD01254,CUST0412,2023-05-23,Delivered
ORD01255,CUST0572,2023-03-22,Delivered
ORD01256,CUST0335,2024-12-25,Shipped
ORD01257,CUST0222,2023-04-10,Delivered
ORD01258,CUST0037,2024-03-11,Delivered
ORD01259,CUST0989,2023-07-24,Delivered
ORD01260,CUST0278,2023-08-09,Delivered
ORD01261,CUST0196,2023-06-14,Shipped
ORD01262,CUST0916,2023-11-16,Delivered
ORD01263,CUST0864,2023-07-21,Delivered
ORD01264,CUST0484,2023-08-24,Shipped
ORD01265,CUST0242,2023-04-09,Delivered
ORD01266,CUST0324,2024-05-19,Delivered
ORD01267,CUST0731,2023-02-14,Delivered
ORD01268,CUST0192,2024-06-07,Delivered
ORD01269,CUST0017,2024-05-21,Delivered
ORD01270,CUST0524,2023-11-06,Delivered
ORD01271,CUST0918,2024-09-26,Delivered
ORD01272,CUST0401,2024-09-15,Delivered
ORD01273,CUST0906,2023-12-08,Delivered
ORD01274,CUST0886,2023-10-05,Delivered
ORD01275,CUST0705,2023-02-02,Delivered
ORD01276,CUST0022,2023-12-05,Processing
ORD01277,CUST0474,2024-01-23,Delivered
ORD01278,CUST0120,2023-05-16,Delivered
ORD01279,CUST0210,2023-05-24,Delivered
ORD01280,CUST0306,2023-04-17,Delivered
ORD01281,CUST0270,2024-08-20,Delivered
ORD01282,CUST0704,2023-10-22,Delivered
ORD01283,CUST0687,2023-06-22,Cancelled
ORD01284,CUST0285,2023-04-02,Delivered
ORD01285,CUST0716,2024-04-23,Cancelled
ORD01286,CUST0676,2024-01-21,Delivered
ORD01287,CUST0763,2023-02-22,Delivered
ORD01288,CUST0227,2024-10-22,Delivered
ORD01289,CUST0948,2024-11-01,Delivered
ORD01290,CUST0381,2024-11-21,Delivered
ORD01291,CUST0460,2024-04-13,Shipped
ORD01292,CUST0007,2023-12-16,Delivered
ORD01293,CUST0029,2023-03-17,Cancelled
ORD01294,CUST0907,2024-08-23,Processing
ORD01295,CUST0033,2023-01-17,Delivered
ORD01296,CUST0646,2024-05-13,Delivered
ORD01297,CUST0879,2023-01-22,Delivered
ORD01298,CUST0079,2024-06-10,Delivered
ORD01299,CUST0928,2023-12-17,Delivered
ORD01300,CUST0947,2024-11-21,Delivered
ORD01301,CUST0459,2024-12-27,Delivered
ORD01302,CUST0570,2023-12-09,Delivered
ORD01303,CUST0983,2023-03-13,Returned
ORD01304,CUST0538,2023-02-13,Shipped
ORD01305,CUST0482,2023-06-19,Cancelled
ORD01306,CUST0430,2023-06-10,Delivered
ORD01307,CUST0738,2024-07-05,Delivered
ORD01308,CUST0285,2023-09-19,Delivered
ORD01309,CUST0516,2023-11-10,Delivered
ORD01310,CUST0977,2023-07-25,Delivered
ORD01311,CUST0099,2023-09-19,Shipped
ORD01312,CUST0397,2023-05-18,Shipped
ORD01313,CUST0489,2023-03-27,Delivered
ORD01314,CUST0039,2023-10-25,Delivered
ORD01315,CUST0271,2024-12-14,Delivered
ORD01316,CUST0887,2024-05-24,Delivered
ORD01317,CUST0797,2024-03-07,Delivered
ORD01318,CUST0157,2023-03-01,Delivered
ORD01319,CUST0075,2024-09-20,Delivered
ORD01320,CUST0884,2023-09-08,Cancelled
ORD01321,CUST0800,2023-06-23,Delivered
ORD01322,CUST0130,2024-03-28,Shipped
ORD01323,CUST0687,2024-10-12,Delivered
ORD01324,CUST0974,2023-11-16,Delivered
ORD01325,CUST0084,2024-03-07,Delivered
ORD01326,CUST0022,2023-01-25,Delivered
ORD01327,CUST0459,2023-12-14,Delivered
ORD01328,CUST0539,2023-10-07,Processing
ORD01329,CUST0707,2023-02-15,Shipped
ORD01330,CUST0849,2024-10-28,Delivered
ORD01331,CUST0382,2024-12-14,Delivered
ORD01332,CUST0748,2024-11-20,Cancelled
ORD01333,CUST0440,2024-10-13,Delivered
ORD01334,CUST0604,2023-08-15,Delivered
ORD01335,CUST0989,2024-11-02,Delivered
ORD01336,CUST0021,2023-08-13,Processing
ORD01337,CUST0303,2023-08-17,Returned
ORD01338,CUST0976,2023-03-15,Delivered
ORD01339,CUST0869,2024-12-25,Cancelled
ORD01340,CUST0955,2024-07-14,Processing
ORD01341,CUST0084,2024-09-02,Delivered
ORD01342,CUST0774,2023-07-21,Delivered
ORD01343,CUST0659,2024-02-17,Delivered
ORD01344,CUST0953,2023-03-19,Returned
ORD01345,CUST0453,2023-06-11,Delivered
ORD01346,CUST0387,2024-01-15,Processing
ORD01347,CUST0507,2023-12-03,Delivered
ORD01348,CUST0257,2024-05-21,Shipped
ORD01349,CUST0570,2023-10-04,Delivered
ORD01350,CUST0892,2023-02-15,Delivered
ORD01351,CUST0934,2024-02-23,Processing
ORD01352,CUST0527,2024-10-17,Processing
ORD01353,CUST0162,2023-06-13,Processing
ORD01354,CUST0957,2023-11-11,Delivered
ORD01355,CUST0163,2023-03-05,Shipped
ORD01356,CUST0832,2023-11-02,Delivered
ORD01357,CUST0793,2024-05-24,Delivered
ORD01358,CUST0792,2024-05-06,Delivered
ORD01359,CUST0524,2023-12-07,Delivered
ORD01360,CUST0786,2023-09-09,Delivered
ORD01361,CUST0271,2023-07-28,Returned
ORD01362,CUST0492,2024-08-01,Delivered
ORD01363,CUST0208,2024-04-19,Shipped
ORD01364,CUST0539,2024-07-15,Delivered
ORD01365,CUST0584,2023-09-01,Delivered
ORD01366,CUST0060,2023-12-09,Delivered
ORD01367,CUST0430,2023-01-05,Cancelled
ORD01368,CUST0985,2023-09-02,Cancelled
ORD01369,CUST0657,2023-11-22,Cancelled
ORD01370,CUST0605,2024-05-03,Returned
ORD01371,CUST0309,2023-02-06,Delivered
ORD01372,CUST0520,2023-10-20,Delivered
ORD01373,CUST0591,2023-12-24,Shipped
ORD01374,CUST0027,2024-12-03,Delivered
ORD01375,CUST0686,2024-05-13,Delivered
ORD01376,CUST0562,2023-11-27,Delivered
ORD01377,CUST0199,2023-05-05,Delivered
ORD01378,CUST0387,2023-10-09,Delivered
ORD01379,CUST0349,2024-08-17,Delivered
ORD01380,CUST0960,2023-10-20,Delivered
ORD01381,CUST0940,2023-02-24,Delivered
ORD01382,CUST0693,2023-07-23,Delivered
ORD01383,CUST0536,2024-06-28,Delivered
ORD01384,CUST0828,2024-04-19,Shipped
ORD01385,CUST0378,2024-12-20,Delivered
ORD01386,CUST0899,2024-08-21,Delivered
ORD01387,CUST0916,2024-07-06,Processing
ORD01388,CUST0558,2023-10-07,Delivered
ORD01389,CUST0527,2023-02-15,Delivered
ORD01390,CUST0153,2023-10-07,Shipped
ORD01391,CUST0734,2024-06-11,Delivered
ORD01392,CUST0206,2024-08-21,Processing
ORD01393,CUST0455,2023-01-07,Shipped
ORD01394,CUST0273,2024-04-03,Delivered
ORD01395,CUST0894,2024-05-18,Delivered
ORD01396,CUST0236,2024-11-04,Delivered
ORD01397,CUST0852,2024-05-24,Delivered
ORD01398,CUST0740,2023-11-07,Delivered
ORD01399,CUST0521,2024-11-22,Delivered
ORD01400,CUST0678,2024-12-26,Delivered
ORD01401,CUST0944,2023-09-16,Delivered
ORD01402,CUST0956,2023-09-28,Delivered
ORD01403,CUST0831,2024-07-27,Delivered
ORD01404,CUST0726,2024-12-02,Delivered
ORD01405,CUST0501,2024-08-22,Shipped
ORD01406,CUST0117,2024-08-01,Delivered
ORD01407,CUST0386,2023-08-11,Delivered
ORD01408,CUST0344,2024-02-05,Cancelled
ORD01409,CUST0584,2024-11-11,Delivered
ORD01410,CUST0395,2024-09-27,Delivered
ORD01411,CUST0064,2023-08-13,Delivered
ORD01412,CUST0717,2023-09-28,Shipped
ORD01413,CUST0721,2024-10-11,Delivered
ORD01414,CUST0072,2023-05-03,Delivered
ORD01415,CUST0789,2024-12-12,Delivered
ORD01416,CUST0274,2024-11-10,Cancelled
ORD01417,CUST0990,2023-08-06,Delivered
ORD01418,CUST0320,2023-06-02,Delivered
ORD01419,CUST0338,2023-12-15,Processing
ORD01420,CUST0366,2023-11-17,Delivered
ORD01421,CUST0495,2023-04-16,Cancelled
ORD01422,CUST0607,2024-11-05,Delivered
ORD01423,CUST0166,2023-11-17,Processing
ORD01424,CUST0544,2023-04-02,Delivered
ORD01425,CUST0011,2024-06-28,Shipped
ORD01426,CUST0301,2023-01-02,Cancelled
ORD01427,CUST0729,2023-05-02,Delivered
ORD01428,CUST0801,2023-08-22,Delivered
ORD01429,CUST0102,2024-01-25,Delivered
ORD01430,CUST0425,2024-09-07,Delivered
ORD01431,CUST0392,2024-04-10,Delivered
ORD01432,CUST0779,2024-08-25,Delivered
ORD01433,CUST0214,2024-10-09,Delivered
ORD01434,CUST0691,2023-03-04,Delivered
ORD01435,CUST0088,2023-12-18,Delivered
ORD01436,CUST0553,2023-04-12,Delivered
ORD01437,CUST0401,2024-05-23,Delivered
ORD01438,CUST0588,2024-08-06,Delivered
ORD01439,CUST0889,2023-05-11,Delivered
ORD01440,CUST0046,2024-01-01,Delivered
ORD01441,CUST0672,2024-12-02,Delivered
ORD01442,CUST0463,2023-06-03,Delivered
ORD01443,CUST0592,2024-06-23,Delivered
ORD01444,CUST0310,2024-09-10,Processing
ORD01445,CUST0086,2024-11-23,Delivered
ORD01446,CUST0092,2023-12-25,Shipped
ORD01447,CUST0660,2024-08-03,Shipped
ORD01448,CUST0673,2024-02-10,Processing
ORD01449,CUST0714,2024-07-08,Cancelled
ORD01450,CUST0936,2023-11-20,Delivered
ORD01451,CUST0928,2024-12-13,Delivered
ORD01452,CUST0242,2023-10-22,Cancelled
ORD01453,CUST0865,2024-11-11,Delivered
ORD01454,CUST0002,2024-07-03,Delivered
ORD01455,CUST0225,2024-02-16,Shipped
ORD01456,CUST0801,2024-11-10,Shipped
ORD01457,CUST0745,2024-09-05,Cancelled
ORD01458,CUST0973,2023-06-23,Returned
ORD01459,CUST0926,2023-05-21,Shipped
ORD01460,CUST0929,2023-11-18,Delivered
ORD01461,CUST0589,2024-06-14,Cancelled
ORD01462,CUST0116,2023-09-18,Delivered
ORD01463,CUST0666,2023-12-13,Delivered
ORD01464,CUST0918,2023-05-27,Cancelled
ORD01465,CUST0103,2024-11-14,Delivered
ORD01466,CUST0194,2024-08-08,Delivered
ORD01467,CUST0166,2023-10-03,Delivered
ORD01468,CUST0871,2024-02-20,Processing
ORD01469,CUST0090,2024-05-04,Delivered
ORD01470,CUST0686,2024-03-13,Shipped
ORD01471,CUST0122,2023-09-22,Delivered
ORD01472,CUST0143,2024-05-21,Shipped
ORD01473,CUST0994,2023-02-27,Shipped
ORD01474,CUST0106,2023-12-25,Delivered
ORD01475,CUST0887,2023-11-22,Delivered
ORD01476,CUST0428,2023-07-10,Delivered
ORD01477,CUST0305,2024-09-15,Returned
ORD01478,CUST0872,2023-04-11,Shipped
ORD01479,CUST0971,2024-08-22,Cancelled
ORD01480,CUST0317,2024-12-14,Delivered
ORD01481,CUST0963,2024-12-19,Processing
ORD01482,CUST0635,2023-09-17,Shipped
ORD01483,CUST0902,2024-11-28,Shipped
ORD01484,CUST0009,2024-02-18,Returned
ORD01485,CUST0774,2023-01-18,Delivered
ORD01486,CUST0073,2024-02-10,Delivered
ORD01487,CUST0359,2023-04-23,Shipped
ORD01488,CUST0223,2024-09-23,Shipped
ORD01489,CUST0416,2024-06-14,Delivered
ORD01490,CUST0553,2023-10-16,Delivered
ORD01491,CUST0370,2023-03-13,Delivered
ORD01492,CUST0716,2024-11-05,Delivered
ORD01493,CUST0264,2024-12-22,Delivered
ORD01494,CUST0840,2023-03-03,Shipped
ORD01495,CUST0690,2023-03-16,Shipped
ORD01496,CUST0860,2024-12-05,Delivered
ORD01497,CUST0318,2023-03-26,Delivered
ORD01498,CUST0084,2024-11-26,Delivered
ORD01499,CUST0318,2024-09-15,Delivered
ORD01500,CUST0111,2024-08-15,Processing
ORD01501,CUST0251,2024-06-06,Cancelled
ORD01502,CUST0383,2024-09-19,Delivered
ORD01503,CUST0007,2024-11-08,Shipped
ORD01504,CUST0459,2024-06-18,Cancelled
ORD01505,CUST0084,2024-01-02,Processing
ORD01506,CUST0208,2024-10-04,Delivered
ORD01507,CUST0900,2024-12-03,Cancelled
ORD01508,CUST0390,2023-10-17,Delivered
ORD01509,CUST0314,2024-07-03,Delivered
ORD01510,CUST0022,2023-04-21,Delivered
ORD01511,CUST0410,2023-10-18,Delivered
ORD01512,CUST0895,2024-09-11,Delivered
ORD01513,CUST0515,2023-07-17,Delivered
ORD01514,CUST0127,2024-08-11,Delivered
ORD01515,CUST0809,2024-06-26,Processing
ORD01516,CUST0700,2024-05-02,Cancelled
ORD01517,CUST0874,2024-10-19,Delivered
ORD01518,CUST0014,2024-02-16,Processing
ORD01519,CUST0971,2023-08-22,Processing
ORD01520,CUST0978,2024-11-20,Shipped
ORD01521,CUST0012,2023-05-03,Delivered
ORD01522,CUST0087,2023-08-28,Shipped
ORD01523,CUST0524,2024-04-20,Cancelled
ORD01524,CUST0909,2024-05-09,Shipped
ORD01525,CUST0537,2023-10-20,Delivered
ORD01526,CUST0301,2023-12-24,Delivered
ORD01527,CUST0243,2023-09-12,Shipped
ORD01528,CUST0122,2023-04-23,Delivered
ORD01529,CUST0147,2023-07-26,Delivered
ORD01530,CUST0567,2023-05-03,Delivered
ORD01531,CUST0750,2023-09-27,Processing
ORD01532,CUST0356,2023-11-25,Processing
ORD01533,CUST0685,2024-11-08,Delivered
ORD01534,CUST0904,2024-10-06,Cancelled
ORD01535,CUST0733,2023-08-27,Delivered
ORD01536,CUST0631,2024-01-09,Shipped
ORD01537,CUST0309,2023-01-15,Shipped
ORD01538,CUST0695,2024-07-16,Processing
ORD01539,CUST0288,2023-06-23,Cancelled
ORD01540,CUST0307,2024-07-05,Delivered
ORD01541,CUST0812,2024-01-26,Processing
ORD01542,CUST0594,2024-06-11,Delivered
ORD01543,CUST0966,2023-02-18,Shipped
ORD01544,CUST0914,2024-12-14,Shipped
ORD01545,CUST0723,2024-05-09,Shipped
ORD01546,CUST0662,2023-04-19,Delivered
ORD01547,CUST0549,2024-07-22,Cancelled
ORD01548,CUST0352,2023-10-19,Delivered
ORD01549,CUST0312,2023-08-22,Delivered
ORD01550,CUST0873,2023-05-01,Shipped
ORD01551,CUST0059,2023-11-01,Delivered
ORD01552,CUST0643,2024-02-04,Processing
ORD01553,CUST0924,2024-06-24,Delivered
ORD01554,CUST0714,2024-04-02,Delivered
ORD01555,CUST0755,2023-09-02,Processing
ORD01556,CUST0035,2023-12-21,Delivered
ORD01557,CUST0445,2023-10-04,Delivered
ORD01558,CUST0093,2023-11-05,Shipped
ORD01559,CUST0950,2024-09-21,Delivered
ORD01560,CUST0959,2023-12-23,Delivered
ORD01561,CUST0207,2023-04-15,Delivered
ORD01562,CUST0353,2023-09-09,Processing
ORD01563,CUST0903,2024-10-22,Processing
ORD01564,CUST0332,2024-04-25,Shipped
ORD01565,CUST0817,2023-05-02,Delivered
ORD01566,CUST0862,2024-06-02,Processing
ORD01567,CUST0725,2024-12-09,Shipped
ORD01568,CUST0159,2023-07-16,Shipped
ORD01569,CUST0954,2023-09-06,Delivered
ORD01570,CUST0957,2024-02-18,Cancelled
ORD01571,CUST0024,2024-04-21,Shipped
ORD01572,CUST0404,2023-12-23,Delivered
ORD01573,CUST0805,2024-02-03,Delivered
ORD01574,CUST0516,2023-08-09,Cancelled
ORD01575,CUST0732,2024-01-16,Delivered
ORD01576,CUST0364,2023-09-01,Returned
ORD01577,CUST0382,2023-10-09,Shipped
ORD01578,CUST0532,2023-10-13,Shipped
ORD01579,CUST0956,2023-08-25,Delivered
ORD01580,CUST0152,2024-07-13,Delivered
ORD01581,CUST0562,2023-08-01,Cancelled
ORD01582,CUST0689,2024-12-27,Delivered
ORD01583,CUST0947,2024-03-18,Processing
ORD01584,CUST0608,2024-05-10,Delivered
ORD01585,CUST0617,2024-01-21,Delivered
ORD01586,CUST0420,2023-06-28,Delivered
ORD01587,CUST0250,2024-02-15,Delivered
ORD01588,CUST0117,2024-09-06,Returned
ORD01589,CUST0866,2023-12-22,Delivered
ORD01590,CUST0512,2023-05-13,Delivered
ORD01591,CUST0740,2023-09-12,Delivered
ORD01592,CUST0578,2024-02-21,Delivered
ORD01593,CUST0335,2024-10-05,Delivered
ORD01594,CUST0418,2023-04-24,Cancelled
ORD01595,CUST0932,2023-07-03,Delivered
ORD01596,CUST0774,2024-07-27,Delivered
ORD01597,CUST0295,2024-12-01,Delivered
ORD01598,CUST0938,2023-05-11,Returned
ORD01599,CUST0755,2023-06-07,Delivered
ORD01600,CUST0371,2024-12-28,Delivered
ORD01601,CUST0186,2023-10-08,Shipped
ORD01602,CUST0246,2023-01-05,Delivered
ORD01603,CUST0637,2024-09-16,Delivered
ORD01604,CUST0268,2023-04-21,Delivered
ORD01605,CUST0643,2023-01-21,Processing
ORD01606,CUST0237,2023-12-27,Delivered
ORD01607,CUST0530,2023-07-06,Processing
ORD01608,CUST0552,2023-11-04,Shipped
ORD01609,CUST0021,2023-07-26,Delivered
ORD01610,CUST0911,2023-02-07,Delivered
ORD01611,CUST0737,2024-05-27,Delivered
ORD01612,CUST0867,2024-05-22,Shipped
ORD01613,CUST0794,2023-05-26,Delivered
ORD01614,CUST0520,2023-11-19,Delivered
ORD01615,CUST0100,2023-05-04,Delivered
ORD01616,CUST0752,2024-03-14,Returned
ORD01617,CUST0478,2023-10-18,Delivered
ORD01618,CUST0599,2023-07-19,Cancelled
ORD01619,CUST0298,2023-03-26,Delivered
ORD01620,CUST0940,2024-11-01,Delivered
ORD01621,CUST0526,2024-02-01,Delivered
ORD01622,CUST0334,2023-12-23,Delivered
ORD01623,CUST0002,2024-06-26,Delivered
ORD01624,CUST0375,2024-10-07,Delivered
ORD01625,CUST0293,2023-09-17,Cancelled
ORD01626,CUST0837,2024-06-06,Processing
ORD01627,CUST0934,2023-09-23,Shipped
ORD01628,CUST0553,2024-09-03,Delivered
ORD01629,CUST0318,2024-05-01,Delivered
ORD01630,CUST0502,2023-04-17,Delivered
ORD01631,CUST0828,2023-09-28,Shipped
ORD01632,CUST0381,2023-07-21,Cancelled
ORD01633,CUST0623,2023-05-07,Delivered
ORD01634,CUST0014,2023-11-22,Delivered
ORD01635,CUST0504,2024-07-06,Delivered
ORD01636,CUST0231,2023-01-12,Delivered
ORD01637,CUST0985,2024-04-09,Delivered
ORD01638,CUST0084,2024-09-25,Shipped
ORD01639,CUST0130,2024-01-24,Shipped
ORD01640,CUST0743,2023-12-06,Delivered
ORD01641,CUST0838,2023-11-16,Delivered
ORD01642,CUST0145,2023-02-08,Returned
ORD01643,CUST0891,2024-09-11,Delivered
ORD01644,CUST0857,2024-04-22,Delivered
ORD01645,CUST0028,2024-04-04,Delivered
ORD01646,CUST0066,2024-04-08,Delivered
ORD01647,CUST0163,2024-11-13,Delivered
ORD01648,CUST0229,2023-02-19,Processing
ORD01649,CUST0261,2024-01-14,Delivered
ORD01650,CUST0449,2023-04-20,Delivered
ORD01651,CUST0424,2024-03-12,Shipped
ORD01652,CUST0460,2023-07-07,Delivered
ORD01653,CUST0952,2024-12-07,Processing
ORD01654,CUST0676,2024-03-23,Processing
ORD01655,CUST0301,2023-05-04,Delivered
ORD01656,CUST0919,2024-07-06,Processing
ORD01657,CUST0303,2024-04-10,Delivered
ORD01658,CUST0287,2023-11-21,Returned
ORD01659,CUST0395,2023-08-18,Delivered
ORD01660,CUST0010,2023-02-28,Returned
ORD01661,CUST0707,2024-11-07,Shipped
ORD01662,CUST0630,2024-11-09,Delivered
ORD01663,CUST0270,2023-10-24,Delivered
ORD01664,CUST0592,2023-04-14,Returned
ORD01665,CUST0970,2023-12-19,Processing
ORD01666,CUST0605,2023-12-01,Delivered
ORD01667,CUST0778,2024-12-02,Shipped
ORD01668,CUST0844,2024-10-17,Delivered
ORD01669,CUST0862,2023-06-13,Delivered
ORD01670,CUST0361,2024-11-23,Delivered
ORD01671,CUST0257,2023-07-08,Delivered
ORD01672,CUST0133,2023-08-01,Processing
ORD01673,CUST0276,2024-12-05,Delivered
ORD01674,CUST0776,2024-05-21,Processing
ORD01675,CUST0683,2023-01-22,Delivered
ORD01676,CUST0972,2024-03-15,Delivered
ORD01677,CUST0513,2023-12-15,Delivered
ORD01678,CUST0313,2023-12-13,Delivered
ORD01679,CUST0576,2023-11-12,Delivered
ORD01680,CUST0886,2024-10-01,Delivered
ORD01681,CUST0980,2023-06-23,Delivered
ORD01682,CUST0284,2024-08-10,Delivered
ORD01683,CUST0121,2024-11-23,Delivered
ORD01684,CUST0107,2023-11-03,Delivered
ORD01685,CUST0933,2024-10-02,Cancelled
ORD01686,CUST0687,2024-12-04,Cancelled
ORD01687,CUST0997,2024-06-20,Delivered
ORD01688,CUST0204,2023-06-06,Delivered
ORD01689,CUST0165,2023-08-25,Delivered
ORD01690,CUST0305,2023-03-11,Cancelled
ORD01691,CUST0497,2023-08-21,Delivered
ORD01692,CUST0632,2024-10-25,Delivered
ORD01693,CUST0556,2023-11-25,Delivered
ORD01694,CUST0824,2023-05-09,Delivered
ORD01695,CUST0156,2024-05-03,Delivered
ORD01696,CUST0367,2024-05-16,Processing
ORD01697,CUST0719,2023-07-18,Delivered
ORD01698,CUST0902,2024-07-12,Shipped
ORD01699,CUST0620,2023-03-15,Delivered
ORD01700,CUST0251,2023-02-06,Delivered
ORD01701,CUST0957,2024-12-03,Cancelled
ORD01702,CUST0916,2023-03-04,Delivered
ORD01703,CUST0882,2023-07-28,Processing
ORD01704,CUST0334,2023-08-21,Delivered
ORD01705,CUST0642,2023-05-22,Delivered
ORD01706,CUST0969,2023-07-14,Cancelled
ORD01707,CUST0511,2024-10-01,Delivered
ORD01708,CUST0293,2024-03-01,Processing
ORD01709,CUST0020,2023-11-17,Delivered
ORD01710,CUST0282,2024-06-11,Processing
ORD01711,CUST0797,2024-07-22,Delivered
ORD01712,CUST0001,2024-07-19,Delivered
ORD01713,CUST0119,2023-12-10,Shipped
ORD01714,CUST0035,2023-11-08,Cancelled
ORD01715,CUST0198,2024-06-10,Cancelled
ORD01716,CUST0485,2023-03-10,Processing
ORD01717,CUST0757,2024-12-20,Cancelled
ORD01718,CUST0059,2023-10-10,Delivered
ORD01719,CUST0837,2023-12-27,Delivered
ORD01720,CUST0161,2023-03-04,Delivered
ORD01721,CUST0691,2023-12-19,Delivered
ORD01722,CUST0206,2023-07-12,Delivered
ORD01723,CUST0012,2023-04-23,Delivered
ORD01724,CUST0490,2023-10-12,Delivered
ORD01725,CUST0276,2023-06-18,Shipped
ORD01726,CUST0693,2023-08-04,Delivered
ORD01727,CUST0242,2023-06-16,Delivered
ORD01728,CUST0216,2023-12-11,Delivered
ORD01729,CUST0251,2023-01-24,Processing
ORD01730,CUST0811,2024-09-10,Shipped
ORD01731,CUST0126,2024-12-25,Shipped
ORD01732,CUST0994,2023-11-24,Delivered
ORD01733,CUST0217,2024-05-04,Delivered
ORD01734,CUST0306,2024-12-05,Delivered
ORD01735,CUST0797,2023-05-13,Delivered
ORD01736,CUST0185,2023-07-03,Delivered
ORD01737,CUST0039,2024-01-21,Delivered
ORD01738,CUST0223,2023-09-08,Delivered
ORD01739,CUST0184,2024-04-03,Cancelled
ORD01740,CUST0495,2024-10-03,Cancelled
ORD01741,CUST0427,2024-04-11,Delivered
ORD01742,CUST0178,2023-12-12,Delivered
ORD01743,CUST0919,2024-03-28,Delivered
ORD01744,CUST0428,2024-06-12,Delivered
ORD01745,CUST0294,2023-05-12,Cancelled
ORD01746,CUST0852,2024-12-28,Delivered
ORD01747,CUST0151,2023-04-15,Shipped
ORD01748,CUST0384,2024-11-10,Delivered
ORD01749,CUST0638,2023-11-14,Returned
ORD01750,CUST0813,2024-03-19,Delivered
ORD01751,CUST0308,2023-03-10,Processing
ORD01752,CUST0336,2024-12-17,Delivered
ORD01753,CUST0946,2024-02-19,Shipped
ORD01754,CUST0746,2024-02-14,Delivered
ORD01755,CUST0892,2024-06-18,Delivered
ORD01756,CUST0375,2024-10-25,Cancelled
ORD01757,CUST0008,2023-04-27,Cancelled
ORD01758,CUST0341,2024-05-16,Cancelled
ORD01759,CUST0129,2023-11-10,Shipped
ORD01760,CUST0776,2024-07-24,Processing
ORD01761,CUST0669,2024-04-26,Delivered
ORD01762,CUST0352,2023-03-10,Delivered
ORD01763,CUST0358,2024-03-22,Delivered
ORD01764,CUST0517,2024-06-16,Shipped
ORD01765,CUST0495,2023-01-25,Delivered
ORD01766,CUST0086,2024-07-03,Delivered
ORD01767,CUST0175,2024-09-19,Delivered
